Ver. 1.0					
double	double	double	double	double	double #
224	380	291	225	224	223
224	400	305	225	224	222
224	433	333	225	223	221
223	479	342	224	223	222
224	492	352	224	223	222
224	498	353	224	223	221
224	506	355	224	223	222
224	512	358	224	223	221
224	513	351	224	222	222
224	519	347	224	223	222
224	527	344	225	223	222
224	532	336	224	223	222
224	539	322	225	223	221
224	552	295	225	223	222
224	575	277	225	224	222
224	584	294	225	224	222
224	585	286	225	223	222
224	581	277	225	223	222
224	571	261	225	224	222
224	551	240	225	223	223
224	503	223	225	223	222
224	453	223	225	223	222
224	435	223	225	224	222
224	463	223	225	223	222
224	453	223	225	224	222
224	437	223	225	224	222
224	408	224	225	224	222
224	385	224	225	224	223
224	344	224	226	224	222
224	317	224	226	224	223
224	286	224	226	224	224
224	272	224	226	224	223
224	259	224	226	225	223
224	258	224	226	224	223
224	264	224	226	224	224
223	239	224	226	225	223
224	251	224	226	224	224
224	284	224	225	224	223
224	297	224	226	224	223
224	322	224	226	224	224
224	332	224	226	225	223
224	332	224	226	224	223
224	353	224	225	224	222
224	328	224	225	224	223
224	316	224	226	224	223
224	320	224	226	224	223
223	320	224	226	224	223
224	314	224	226	224	223
224	331	224	226	224	222
224	370	223	225	224	223
224	388	223	225	224	223
224	415	223	225	224	222
224	442	223	225	224	222
223	465	223	225	224	222
224	498	223	225	223	221
224	535	223	225	224	223
223	559	223	225	224	222
223	562	224	225	224	223
223	567	224	225	224	223
224	572	224	225	224	222
224	584	224	225	224	223
223	588	223	225	224	223
223	589	224	226	224	223
223	598	224	226	224	223
224	597	224	226	224	222
223	633	224	226	224	223
223	634	224	226	224	223
223	651	224	226	224	223
223	655	224	226	224	223
223	656	224	226	224	223
224	662	224	226	224	223
224	662	225	226	224	223
223	659	224	226	224	222
224	666	224	226	224	224
224	666	224	226	225	223
224	667	224	226	224	223
225	662	224	226	224	223
224	660	224	226	224	223
224	666	224	226	224	223
224	664	224	226	225	223
224	667	224	226	224	223
224	669	224	226	224	224
224	673	224	226	225	223
224	669	224	226	224	223
224	674	224	225	224	223
224	667	224	226	224	223
224	662	224	226	224	223
224	645	224	226	225	223
225	639	224	226	224	223
224	639	224	225	224	223
224	630	224	226	223	222
224	614	224	226	224	223
224	589	224	226	224	222
225	563	224	225	223	223
223	536	223	225	224	223
224	507	223	225	223	222
224	480	223	225	223	222
224	444	223	225	224	222
224	410	223	225	223	223
225	386	225	225	224	222
224	366	224	226	224	223
224	303	224	226	224	223
224	271	224	226	224	224
255	235	224	226	225	223
289	223	224	226	224	224
297	223	224	226	225	223
274	223	224	226	224	223
272	223	224	226	225	224
287	223	225	226	225	223
287	223	224	226	224	224
310	223	224	226	225	224
355	223	224	226	225	223
360	223	224	226	225	224
378	223	224	226	225	223
412	223	224	226	225	224
412	223	224	226	225	224
414	223	224	226	225	224
387	223	224	226	225	223
347	223	224	226	225	223
333	223	224	226	225	223
297	222	224	226	224	224
273	223	224	226	225	224
254	224	224	226	225	224
223	223	224	226	225	223
224	223	224	226	225	223
224	222	224	226	225	224
224	223	224	227	225	223
224	222	224	226	225	223
224	224	224	226	225	224
223	223	224	226	225	223
224	223	224	226	225	223
224	222	224	342	224	222
224	222	224	382	224	222
224	222	224	324	223	223
224	223	224	272	225	223
223	223	224	233	225	224
224	223	224	226	225	224
224	222	224	226	225	223
224	223	224	233	225	224
223	222	224	245	225	223
224	223	224	236	225	223
223	223	224	252	225	223
224	223	224	260	224	223
224	222	224	261	224	224
224	223	224	257	225	223
224	223	224	246	224	223
224	224	224	248	224	224
223	223	224	249	225	223
224	222	224	252	224	223
224	223	224	255	225	224
224	223	224	270	224	223
224	223	224	275	225	223
225	223	224	291	225	223
224	223	223	324	224	223
224	222	224	320	224	223
224	222	224	346	223	222
224	222	224	376	224	223
224	222	224	390	224	222
224	222	224	391	224	222
224	222	224	392	224	223
224	222	224	393	223	223
224	222	224	379	223	223
224	222	224	343	224	223
224	223	224	324	224	223
224	222	224	315	224	223
224	223	224	300	225	223
224	223	224	288	224	223
224	223	224	248	225	223
224	223	224	226	225	223
223	223	224	226	225	223
225	223	224	225	225	223
223	223	224	226	225	223
224	223	280	226	224	223
224	221	497	225	223	222
224	223	683	226	224	224
224	223	761	227	225	224
225	223	765	227	225	223
223	223	761	226	225	224
224	223	759	227	225	223
224	223	739	226	225	224
224	223	719	226	225	224
224	223	718	226	224	224
225	223	693	226	225	224
224	223	673	226	225	223
224	222	644	226	224	223
224	222	609	226	224	223
224	223	609	226	224	223
224	222	589	226	224	223
224	222	577	226	224	223
224	222	510	225	223	222
224	221	470	225	223	222
224	221	438	225	224	222
224	222	438	225	223	222
224	222	456	225	223	222
224	221	479	225	223	221
224	221	507	225	223	222
224	222	533	225	223	222
224	221	557	225	224	222
223	222	566	225	223	223
224	222	576	226	224	223
224	222	591	226	224	223
224	222	597	226	224	223
224	221	606	226	224	223
224	222	602	225	224	223
224	222	611	226	224	223
224	222	625	226	224	223
224	222	630	226	224	223
224	222	642	226	224	223
224	222	632	226	224	223
224	222	653	226	225	223
224	223	654	226	224	223
225	223	647	226	224	223
224	223	641	226	224	223
224	222	630	226	224	223
224	222	624	226	224	223
224	222	611	226	224	222
224	222	605	226	223	223
224	223	595	226	224	223
224	223	612	226	224	222
224	222	619	226	224	223
224	222	631	226	224	222
224	222	651	226	224	223
224	223	661	226	225	223
224	223	678	226	224	223
224	223	689	227	224	223
224	223	693	226	224	224
224	223	706	226	225	223
224	222	702	226	225	224
224	224	704	226	225	223
224	223	703	226	225	224
223	223	716	226	225	223
224	223	714	227	225	224
224	223	714	227	225	224
224	223	714	226	225	223
224	224	721	226	225	224
224	223	727	226	225	223
224	223	733	226	225	223
224	223	734	226	225	223
224	224	739	227	225	224
224	223	745	227	225	224
223	223	772	226	225	224
223	223	777	227	225	223
224	223	765	227	225	223
223	223	748	226	225	223
224	223	732	227	225	224
224	223	724	226	225	224
224	223	715	226	225	223
223	223	729	226	225	224
223	223	740	226	225	223
224	223	736	226	225	223
224	223	662	226	224	223
224	225	607	226	224	223
224	222	568	226	224	223
225	222	551	225	223	222
223	223	603	226	224	222
224	223	659	226	225	223
224	223	631	226	224	223
224	222	578	226	224	223
224	222	534	225	223	222
224	221	481	225	223	222
224	223	407	226	224	223
224	223	252	226	225	223
224	223	299	226	223	223
224	221	510	225	223	222
224	222	516	225	223	222
225	221	489	225	223	222
224	221	485	225	223	222
224	221	492	225	223	221
224	221	493	225	223	222
224	221	481	224	223	222
224	221	474	225	223	222
225	222	390	226	224	223
224	222	313	226	224	222
226	223	286	226	224	224
224	224	231	226	225	223
226	223	239	226	224	223
224	222	335	226	224	223
225	222	363	226	224	223
225	222	368	226	224	223
235	222	428	225	223	223
229	222	454	225	223	222
229	221	512	225	223	223
230	221	466	225	224	222
243	222	445	225	224	223
249	222	482	225	223	222
241	221	495	236	223	221
240	222	449	248	223	222
240	222	435	256	223	222
265	222	464	256	223	222
279	222	410	266	224	224
308	222	385	276	224	223
333	222	352	304	224	223
329	222	340	308	224	223
328	222	343	326	224	222
323	222	360	325	224	222
338	222	361	301	224	222
321	222	401	294	224	223
276	222	428	271	223	222
266	221	443	249	223	222
264	222	456	237	223	222
281	221	480	227	223	222
266	221	502	225	223	221
271	221	519	230	223	222
270	222	540	237	224	222
259	222	554	253	223	223
255	222	579	275	224	223
239	222	600	272	224	222
223	222	629	295	224	223
224	222	638	294	224	223
239	222	657	284	223	223
234	222	663	292	224	223
247	223	688	297	224	223
255	222	709	304	224	223
225	222	711	336	225	222
224	222	703	350	224	222
224	222	701	367	224	223
224	222	685	373	224	223
224	223	680	368	224	223
227	222	702	397	224	222
236	222	706	426	223	221
244	221	705	465	223	222
272	221	704	461	224	222
287	221	699	439	223	222
298	223	702	426	224	222
312	223	717	361	224	222
318	223	718	244	225	223
327	223	708	228	225	223
309	223	697	226	225	223
320	223	663	226	224	223
291	222	600	226	224	223
266	221	506	224	223	222
242	222	418	225	224	223
239	222	325	225	224	223
266	222	304	226	224	224
265	222	350	226	225	223
282	223	404	225	224	223
291	222	430	225	224	222
298	222	440	225	224	222
311	222	453	225	223	222
325	222	488	225	223	222
348	221	485	225	223	222
383	222	499	225	223	222
405	221	522	225	223	222
422	222	517	225	223	222
434	221	511	225	223	222
466	221	504	225	223	221
479	222	511	225	223	222
511	221	472	225	224	222
534	222	490	225	223	222
543	221	493	225	223	222
538	221	494	225	223	222
552	221	486	225	223	222
547	222	473	225	224	222
562	222	474	225	223	222
570	221	488	224	223	222
568	222	490	225	223	223
577	221	499	225	223	222
589	222	498	225	223	222
588	221	515	225	223	222
587	221	503	224	223	222
600	221	491	225	223	222
584	222	491	225	223	222
592	222	480	225	223	222
595	222	464	226	223	222
596	222	434	225	224	222
580	222	444	225	224	222
599	222	454	225	224	222
596	222	465	225	223	222
597	222	444	226	223	222
588	222	417	225	223	223
583	222	388	226	224	223
579	222	361	226	224	222
572	222	363	226	224	223
552	222	373	226	224	223
520	222	389	225	223	223
524	222	390	225	224	223
528	222	423	225	223	222
516	222	441	225	223	223
505	221	466	225	224	222
505	221	468	225	223	222
511	222	494	225	223	222
490	222	495	225	223	222
465	221	513	226	223	222
421	222	527	225	223	224
366	221	502	225	223	221
367	221	503	225	223	222
348	222	500	225	223	222
336	221	502	225	223	222
275	221	510	225	223	222
248	221	510	225	223	221
259	222	527	225	224	223
261	222	521	225	223	222
225	221	512	225	223	222
223	222	525	225	223	222
224	222	547	226	223	223
224	222	557	226	224	222
224	222	566	225	224	223
224	222	576	226	224	222
224	222	565	225	224	223
224	222	568	225	224	222
224	222	573	226	224	223
224	222	571	225	224	222
224	222	589	226	224	222
224	221	577	226	224	223
224	222	559	225	225	222
224	222	548	225	224	222
225	222	532	226	223	222
224	222	536	225	223	222
224	222	537	225	224	222
224	222	542	225	224	222
224	221	549	225	224	222
224	222	566	225	224	223
224	223	584	226	224	222
223	222	599	226	224	223
223	222	611	226	224	223
223	222	619	226	224	222
223	222	627	226	224	223
223	222	621	226	225	223
223	223	632	226	224	222
224	222	622	226	224	223
223	222	635	226	224	223
223	223	644	226	224	224
223	223	660	226	224	223
223	223	673	226	224	223
223	223	673	227	224	223
223	223	680	226	225	223
223	223	681	226	224	224
223	223	677	226	224	224
223	223	678	226	224	223
223	223	695	226	224	224
223	223	694	226	225	223
223	223	689	226	224	223
223	223	669	226	224	224
223	223	652	226	224	223
223	223	662	226	224	223
223	223	668	226	224	224
223	223	655	226	224	223
223	223	648	226	224	223
223	222	598	226	224	222
222	222	639	226	224	223
222	222	644	226	224	223
222	223	642	226	224	223
222	223	644	226	224	223
222	222	645	226	224	223
222	223	645	226	224	222
222	222	629	226	224	223
222	224	605	226	224	223
222	222	540	225	224	222
223	222	529	225	223	223
223	222	527	225	223	221
223	221	462	225	223	223
223	222	419	225	224	222
223	222	432	225	224	223
223	222	448	225	224	222
224	222	454	225	224	222
223	222	432	225	223	223
223	221	452	225	224	222
223	222	477	225	223	222
223	221	496	225	223	222
223	222	526	225	223	222
223	222	545	225	224	223
223	222	559	225	224	223
223	222	580	225	223	222
223	222	588	226	224	223
223	222	595	226	224	223
224	222	594	226	224	222
224	222	592	226	224	223
224	222	598	226	224	222
224	222	594	226	224	223
224	222	570	226	224	222
223	222	546	225	223	222
224	222	518	225	223	223
225	222	486	225	223	222
224	222	435	225	224	223
224	222	377	226	223	223
224	223	308	225	224	223
223	223	265	226	224	223
223	223	248	226	225	223
223	223	232	226	224	223
224	222	224	226	225	224
224	222	224	226	225	223
224	223	224	226	225	223
223	224	224	226	225	223
224	223	224	226	225	223
223	223	224	226	225	224
223	223	224	226	224	224
223	222	224	226	225	224
223	223	224	226	225	223
223	223	224	226	225	224
223	223	224	226	225	224
223	223	224	227	225	223
223	223	224	226	225	224
223	223	224	226	225	224
223	223	224	226	225	223
222	223	224	226	225	224
224	223	224	226	225	223
223	223	224	226	224	223
223	223	224	226	225	224
223	223	225	226	225	223
223	223	224	233	225	224
223	223	224	248	224	223
224	222	223	437	224	222
223	222	223	425	224	223
224	221	223	445	224	222
224	221	223	464	223	222
224	222	223	476	223	222
224	222	223	475	223	222
224	222	223	466	223	222
224	221	223	432	224	222
224	222	224	383	224	222
224	222	224	363	224	223
224	222	224	344	224	223
224	222	224	325	224	223
223	222	224	328	224	223
224	222	224	335	224	222
224	222	224	341	224	223
224	222	224	328	225	223
225	223	224	326	224	223
224	223	224	341	224	223
224	222	224	327	224	223
224	222	224	335	224	223
224	222	224	346	225	223
224	222	224	314	227	222
223	222	224	316	225	223
224	222	224	304	224	223
224	223	224	319	224	223
224	222	224	317	224	223
224	222	224	319	231	223
223	222	224	329	259	223
222	222	223	318	303	223
223	222	223	331	357	222
223	221	222	429	411	222
223	221	222	480	418	220
223	220	222	494	360	221
223	221	222	504	353	221
223	221	222	514	372	221
223	221	222	530	364	222
223	221	222	542	377	222
224	221	223	544	395	221
224	220	222	548	420	221
224	220	222	546	403	221
224	221	222	551	407	221
225	222	222	550	403	221
223	221	222	539	383	222
224	221	223	541	305	221
224	221	222	551	324	222
224	221	223	578	295	223
224	222	224	596	251	223
224	222	223	605	247	222
224	223	223	616	237	223
224	222	224	643	278	223
224	222	224	672	336	223
224	222	223	710	403	223
224	222	223	725	411	222
224	223	224	730	385	223
224	222	224	712	327	223
224	223	224	698	273	223
224	223	224	693	229	224
224	222	224	659	251	223
223	223	223	571	224	223
224	222	223	530	224	222
224	221	223	489	223	221
224	221	223	491	223	222
224	222	223	501	223	222
224	221	223	512	223	222
224	222	223	514	223	221
225	222	223	518	223	221
223	221	223	493	223	222
223	221	223	476	223	222
223	222	223	437	224	222
224	222	223	411	224	223
224	222	224	398	224	223
224	222	224	383	224	224
224	222	224	373	224	223
224	222	224	325	224	223
224	223	224	312	224	223
224	223	224	278	225	223
224	223	224	268	224	223
225	223	224	232	225	224
223	223	224	226	224	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	224	222
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	224	223
224	222	224	226	225	223
223	223	224	226	224	223
223	223	224	226	225	224
224	223	224	226	224	224
223	223	224	226	225	224
223	222	224	226	224	223
223	223	224	226	225	224
223	223	224	226	225	223
223	223	224	226	225	224
223	223	224	226	225	224
223	223	224	226	224	223
223	222	224	226	293	223
224	222	223	225	359	278
224	222	223	225	389	287
224	222	223	225	377	257
224	222	223	225	370	246
224	222	224	225	356	237
224	222	224	226	319	237
224	222	224	226	292	234
224	223	224	226	272	237
224	223	224	226	276	239
224	223	224	226	254	240
223	223	224	226	262	240
224	223	224	225	302	247
224	222	224	226	344	224
224	222	224	226	369	222
224	222	224	225	378	222
224	222	223	225	391	223
224	222	223	226	418	244
224	222	223	225	424	259
224	221	223	225	444	256
224	222	223	225	468	234
224	221	223	224	490	256
223	221	223	224	504	258
223	221	222	224	510	282
223	221	222	224	517	313
223	222	223	224	520	331
223	221	223	225	534	287
223	222	223	225	555	292
222	222	223	225	571	288
223	222	223	225	586	284
223	222	224	225	613	241
222	222	224	226	626	285
223	222	224	225	647	348
222	223	224	226	655	223
223	222	224	226	646	283
223	222	224	225	655	315
223	223	224	226	656	293
223	222	224	225	661	303
224	222	224	225	659	323
223	222	224	225	651	294
223	222	224	226	651	268
223	222	224	226	661	261
224	223	224	226	647	236
223	222	224	226	660	223
224	223	224	226	690	223
224	223	224	226	724	224
223	223	224	226	744	263
224	223	224	226	740	305
223	223	224	226	747	312
223	223	224	226	729	264
224	224	224	226	735	224
224	223	224	226	703	227
223	222	224	226	668	224
223	224	224	226	673	224
223	223	224	226	651	223
223	222	224	226	624	222
223	222	224	226	592	223
224	222	224	225	567	222
224	222	223	225	567	223
223	224	223	225	582	222
224	223	224	225	596	222
224	222	224	226	624	222
224	222	224	226	645	222
225	223	224	225	663	223
224	223	224	226	681	223
224	223	224	226	684	224
224	223	224	226	700	223
223	223	224	226	713	223
224	223	224	226	700	223
225	223	224	226	713	224
224	222	224	226	717	223
224	223	224	226	697	223
224	223	224	226	677	223
223	223	224	226	683	223
224	223	224	226	688	224
224	223	224	226	686	223
224	223	224	226	679	223
224	222	224	226	667	223
224	223	224	226	648	223
224	222	224	226	622	223
225	222	224	226	596	222
224	222	223	225	578	222
224	222	223	225	553	222
224	222	223	225	506	221
224	221	222	225	482	222
224	222	223	225	451	222
224	223	223	225	443	224
224	222	223	225	430	222
224	222	223	225	431	222
223	222	223	225	434	222
223	222	223	225	455	222
223	222	223	225	461	222
223	222	223	225	453	222
224	222	223	225	466	222
223	221	223	225	475	222
223	222	223	225	484	222
223	221	223	225	496	221
222	221	223	225	502	221
223	221	223	225	527	222
224	222	223	225	535	222
224	222	223	225	540	222
222	222	223	225	554	222
223	222	223	225	539	222
222	222	223	225	513	222
223	221	223	225	487	221
222	221	223	225	460	223
223	222	224	225	425	221
223	222	224	225	396	222
223	222	224	226	308	223
223	223	224	226	266	223
223	223	224	226	231	223
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	225	224	224
223	223	224	226	225	224
223	223	224	226	224	224
223	223	224	226	225	223
222	223	224	226	225	223
222	223	224	226	225	223
223	223	224	226	225	224
222	222	224	226	225	224
223	223	224	226	225	224
223	223	224	226	224	223
223	223	224	226	224	224
222	223	224	227	225	223
223	222	224	226	225	224
222	223	224	226	225	224
223	224	224	226	225	223
223	223	224	226	224	223
223	223	224	226	225	223
223	223	224	226	225	223
223	222	224	226	225	224
223	223	224	226	225	224
223	223	224	226	225	224
223	223	224	226	225	223
223	223	224	226	224	223
223	223	224	226	225	224
223	223	224	227	225	224
223	223	224	226	224	223
223	224	224	226	225	223
222	223	224	226	225	223
223	223	224	226	225	223
223	223	224	226	225	223
223	223	224	226	225	225
223	224	224	226	225	226
223	223	224	226	224	256
224	223	224	226	224	270
223	223	224	226	224	286
223	222	224	226	224	309
223	222	224	226	224	365
224	222	223	225	224	450
223	222	223	225	223	498
224	221	222	225	223	529
223	222	224	225	224	559
223	221	224	225	224	585
223	222	224	225	224	612
223	222	224	226	224	630
224	222	224	226	224	633
223	223	224	225	224	654
222	223	224	226	224	661
223	223	224	226	225	684
223	223	224	226	224	681
223	223	224	226	224	681
225	223	224	226	225	699
224	223	224	226	225	698
224	223	224	226	225	709
224	222	224	226	225	730
223	223	224	227	225	778
223	223	225	227	225	816
224	223	225	227	225	838
224	224	225	227	225	851
224	223	225	227	225	853
223	224	224	227	225	847
223	223	225	227	225	844
223	223	225	227	225	840
223	223	225	227	225	823
223	223	224	226	225	779
223	223	224	226	225	730
223	223	224	226	224	637
223	224	223	225	223	519
223	222	223	225	223	429
222	222	223	225	224	409
223	222	223	225	223	425
222	222	223	225	223	438
222	222	223	225	223	475
222	221	222	225	223	514
223	222	223	225	223	542
222	222	223	225	223	560
222	222	223	225	224	585
223	223	224	226	224	610
223	222	224	226	224	632
223	223	224	226	224	655
223	222	224	226	225	665
222	223	224	226	224	680
222	223	224	226	224	686
223	223	224	226	224	677
222	223	224	226	224	669
223	223	224	226	224	669
224	222	224	226	224	664
222	222	224	226	224	674
222	223	224	226	224	673
222	223	224	226	224	668
223	223	224	226	224	663
223	222	224	226	224	655
223	223	224	226	224	663
223	223	224	226	224	664
222	223	224	226	224	662
223	223	224	226	224	666
223	223	224	226	224	671
223	223	224	226	224	670
223	223	224	226	225	669
224	223	224	226	224	673
223	223	224	226	224	665
223	223	224	226	224	653
222	222	224	226	224	649
223	223	224	226	224	653
223	223	224	225	224	656
223	222	224	226	224	664
222	223	224	226	224	658
222	223	224	226	224	662
222	223	224	226	224	664
223	222	224	226	224	674
223	223	224	226	224	679
222	222	224	226	225	685
222	223	224	226	225	689
222	223	224	226	225	684
222	223	224	226	224	678
222	222	224	226	224	677
223	223	224	226	225	667
222	223	224	226	224	674
223	223	224	226	224	669
223	223	224	226	224	676
222	223	224	226	224	681
224	223	224	226	224	678
223	223	224	226	224	684
223	224	224	226	224	658
223	223	224	226	224	646
223	223	224	226	224	613
223	222	224	225	223	571
224	222	223	225	223	546
224	221	222	225	223	483
223	222	223	225	224	383
223	223	224	226	224	303
223	223	224	226	224	269
222	223	224	226	225	240
224	222	224	226	224	224
223	222	224	226	225	224
223	224	224	226	224	223
223	223	224	226	225	224
223	223	224	226	225	223
223	223	224	226	225	224
224	223	224	226	224	224
224	223	224	226	224	223
223	222	224	226	225	224
223	223	224	226	225	223
223	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	224	224
224	223	224	226	224	224
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	224	224
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	224	223
224	223	224	227	225	223
224	223	224	226	224	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	227	225	224
224	223	224	226	225	223
224	223	224	226	225	223
224	223	225	226	225	223
224	222	224	293	225	223
223	222	224	319	224	223
224	223	224	294	224	223
224	223	224	268	224	223
224	223	224	265	224	223
224	223	224	250	224	223
224	222	224	251	225	223
224	223	224	249	224	223
224	223	224	241	225	224
223	223	224	226	225	223
223	223	224	226	224	224
223	223	224	226	225	223
223	223	224	226	225	224
223	222	224	226	225	223
223	223	224	226	225	223
223	223	224	226	225	223
223	223	224	226	225	223
223	222	224	226	225	224
223	223	224	226	225	223
223	223	224	226	225	223
222	223	224	226	224	224
222	223	224	226	225	223
223	223	224	226	225	223
223	222	224	226	224	224
223	222	224	226	225	223
223	223	224	226	224	224
223	224	224	226	225	223
223	223	224	260	224	223
223	222	224	360	224	223
223	222	224	325	224	222
223	222	224	291	224	223
223	223	224	270	225	223
223	223	224	267	224	223
223	223	224	256	225	223
223	223	224	233	225	224
223	223	224	232	224	224
223	222	224	245	224	224
223	223	224	251	224	223
224	223	224	253	224	224
224	223	224	252	225	223
224	223	224	258	224	224
224	223	224	247	224	223
223	223	224	250	224	223
224	222	224	257	224	224
224	223	224	248	225	223
224	223	224	263	224	223
223	223	224	256	224	224
224	223	224	278	224	224
223	223	224	269	224	223
224	224	224	272	224	224
224	223	224	279	224	223
223	223	224	272	224	223
224	223	224	242	225	223
224	223	224	273	224	223
223	223	224	281	224	224
224	222	224	287	224	223
224	223	224	284	224	223
223	223	224	285	224	223
224	223	224	281	224	223
225	223	224	257	224	223
223	225	224	227	225	224
224	223	224	226	224	223
224	223	224	226	225	223
224	223	224	226	225	223
223	223	224	226	224	224
223	223	224	226	225	223
223	223	224	226	225	223
222	223	224	226	225	223
223	223	224	226	225	223
222	223	224	226	224	223
223	222	224	226	225	223
223	223	224	226	225	223
224	223	224	226	224	224
223	224	224	226	224	224
223	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	224	223
224	223	224	226	225	224
223	223	224	226	225	223
223	223	224	226	225	224
223	223	224	226	224	224
223	223	224	226	225	223
223	223	224	226	225	224
224	293	224	226	225	223
223	365	224	225	224	223
224	436	223	225	224	222
224	432	223	225	224	222
224	421	223	225	224	223
223	392	224	225	224	223
224	380	224	225	224	222
224	338	224	226	224	223
223	295	224	226	225	223
223	267	224	226	224	223
222	236	224	226	224	223
223	223	224	226	225	223
223	223	224	226	225	224
222	223	224	226	225	223
222	223	224	226	224	224
222	223	224	226	225	224
222	223	224	226	225	224
222	223	224	226	224	223
222	223	224	226	225	223
222	223	224	226	225	223
222	223	224	226	225	223
222	223	224	227	225	223
222	223	224	226	225	224
223	223	224	226	225	224
223	222	224	226	224	223
223	223	224	226	225	224
223	223	224	226	225	223
223	264	224	226	224	223
223	223	230	226	225	224
223	223	224	226	224	224
223	222	224	226	225	224
223	223	224	226	225	223
223	223	224	226	225	223
223	223	224	226	225	225
223	223	224	227	225	223
224	222	224	226	225	224
224	222	224	226	224	224
224	223	224	226	225	223
224	223	224	226	225	223
223	223	224	226	225	223
223	223	224	226	225	223
223	222	224	226	224	224
222	223	224	226	225	224
222	224	224	226	225	224
222	224	224	226	225	224
223	233	224	226	225	223
223	246	224	226	225	224
223	242	224	226	225	223
223	228	224	226	225	224
222	224	224	226	225	223
223	223	224	226	225	223
222	223	224	226	224	224
223	223	224	226	225	223
223	223	224	226	225	223
223	222	224	226	225	224
224	223	224	226	225	223
224	223	224	226	224	224
224	223	224	226	225	224
224	222	224	226	225	223
224	223	224	283	224	223
224	222	223	405	224	222
224	222	224	378	224	222
224	222	224	355	224	223
224	222	224	349	224	222
224	222	224	341	224	224
224	222	243	314	225	222
224	222	292	310	224	222
224	223	332	333	224	223
224	221	396	369	223	222
223	221	441	358	223	222
225	221	476	360	223	222
223	221	491	388	222	221
224	221	508	403	222	221
224	220	522	407	223	221
224	221	531	398	223	221
224	222	568	274	223	223
225	222	604	269	223	222
224	222	643	246	224	223
223	222	666	305	224	222
223	223	698	277	224	223
223	223	720	260	225	224
223	223	731	314	224	223
223	223	731	302	224	223
223	223	734	242	225	224
224	223	743	227	225	223
223	224	756	227	225	224
224	223	769	239	225	223
223	222	787	316	224	223
224	223	791	365	224	223
225	223	794	315	225	223
224	223	789	231	225	224
223	223	785	227	225	224
223	223	779	228	225	223
223	223	770	264	224	224
223	223	750	286	225	224
223	223	734	309	224	223
223	223	705	279	224	223
223	222	665	289	224	222
223	222	632	317	224	222
222	222	600	324	224	222
222	222	575	337	223	222
223	221	566	325	223	222
222	222	567	297	223	222
222	222	575	320	223	222
222	222	582	307	224	222
223	221	586	330	223	222
223	222	590	328	223	222
224	222	593	339	223	222
223	222	595	344	223	222
223	222	601	339	223	223
223	222	604	318	224	222
224	222	606	312	223	223
223	221	603	345	224	222
223	222	563	329	223	222
223	222	579	248	224	223
224	222	575	264	224	222
223	222	564	225	224	223
223	222	565	225	224	222
224	222	558	225	224	222
223	222	539	225	223	222
224	222	467	225	223	222
224	222	368	226	224	223
224	223	224	226	225	224
224	222	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	224
223	223	224	226	225	223
224	223	224	226	224	223
224	222	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
223	223	224	226	225	223
223	222	224	226	225	224
223	222	224	226	225	223
223	223	224	226	224	224
223	224	224	226	225	223
223	223	225	226	225	223
224	223	231	226	225	224
224	223	227	226	224	223
224	222	224	226	225	224
224	223	224	226	225	223
224	224	224	226	225	223
224	223	224	226	225	223
225	223	224	226	224	224
224	223	224	226	225	223
223	222	224	226	225	224
224	224	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	224	223
224	223	224	226	225	223
224	224	224	226	225	224
224	223	224	226	225	223
223	223	224	226	225	223
223	223	224	226	225	224
224	224	224	226	225	224
223	223	224	226	225	224
223	224	224	226	224	224
222	223	224	226	225	223
223	223	224	226	224	223
223	223	224	226	225	223
223	223	224	226	224	224
223	223	224	226	225	224
223	223	224	226	225	223
223	223	224	226	225	223
223	223	224	226	225	223
223	223	224	226	225	223
223	223	224	226	225	224
223	225	224	226	224	224
222	223	224	226	225	223
222	223	224	226	225	224
223	223	224	226	225	222
222	223	224	226	224	224
223	223	224	226	225	223
223	223	224	226	224	224
223	223	224	226	225	223
223	223	224	226	225	223
223	223	224	226	224	224
222	222	224	226	225	223
223	223	224	226	225	223
223	223	224	226	225	224
223	224	224	226	225	223
224	223	224	226	225	224
224	223	224	226	224	223
224	223	224	226	225	223
224	223	224	226	224	224
225	223	224	226	225	223
224	223	224	226	224	223
224	223	224	226	225	224
224	223	224	226	225	223
224	225	224	226	225	224
225	223	224	226	225	223
223	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
223	223	224	226	225	224
223	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	224	224
224	223	224	226	225	224
224	222	224	226	225	223
224	223	224	226	224	223
